City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Puerto Baquerizo Moreno,EC,-0.9,-89.6,84.2,79,40,12.66,scattered clouds
467,Domoni,KM,-12.2569,44.5319,78.44,84,13,2.39,moderate rain
468,Te Anau,NZ,-45.4167,167.7167,49.32,82,21,2.86,few clouds
469,Winnemucca,US,40.973,-117.7357,60.8,23,1,16.11,clear sky
470,Riyadh,SA,24.6877,46.7219,82.4,23,0,3.44,clear sky
471,Sunnyside,US,46.3237,-120.0087,55.4,26,1,18.41,clear sky
472,Ban Dung,TH,17.699,103.2596,78.01,79,32,6.96,scattered clouds
473,Gat,IL,31.61,34.7642,63.0,100,22,1.01,few clouds
474,Kuching,MY,1.55,110.3333,77.0,100,20,1.28,few clouds
475,Same,TZ,-4.0667,37.7333,66.9,96,99,2.93,overcast clouds
476,Taga,RO,46.95,24.05,36.0,93,75,3.44,broken clouds
477,Aripuana,BR,-9.1667,-60.6333,78.15,92,100,1.68,light rain
478,Taunggyi,MM,20.7833,97.0333,61.57,69,0,2.28,clear sky
479,Isabela,PH,6.7085,121.9711,78.6,82,77,3.29,broken clouds
480,Alipur Chatha,PK,32.2688,73.819,64.4,59,20,4.61,smoke
481,Birao,CF,10.2849,22.7882,84.4,8,52,5.77,broken clouds
482,Vung Tau,VN,10.346,107.0843,80.69,78,98,16.46,overcast clouds
483,Ugoofaaru,MV,5.6667,73.0,81.9,76,10,8.32,clear sky
484,Channel-Port Aux Basques,CA,47.5702,-59.1367,45.54,73,100,6.87,overcast clouds
485,Gravelbourg,CA,49.8834,-106.5512,50.0,53,100,17.27,overcast clouds
486,Axim,GH,4.8699,-2.2405,81.12,87,94,5.41,light rain
487,Ladario,BR,-19.0047,-57.6017,91.4,49,40,9.22,scattered clouds
488,Liusha,CN,27.2098,108.59,46.31,90,80,3.18,broken clouds
489,Mount Gambier,AU,-37.8333,140.7667,53.6,76,75,5.75,broken clouds
490,Carupano,VE,10.6678,-63.2585,82.2,70,100,14.16,overcast clouds
491,Wakkanai,JP,45.4094,141.6739,30.06,86,100,6.04,light snow
492,Tezu,IN,27.9167,96.1667,72.59,52,100,3.62,overcast clouds
493,Bani,DO,18.2833,-70.3333,80.6,83,75,11.5,broken clouds
494,Port Blair,IN,11.6667,92.75,80.33,75,6,0.98,clear sky
495,Kupang,ID,-10.1667,123.5833,76.86,85,37,4.36,scattered clouds
496,Owando,CG,-0.4819,15.8999,72.28,93,99,2.57,overcast clouds
497,Bato,PH,13.3528,123.3677,71.89,91,92,3.31,overcast clouds
498,Ulaangom,MN,49.9811,92.0667,36.79,52,29,1.68,scattered clouds
499,Lagoa,PT,39.05,-27.9833,58.84,88,5,19.15,clear sky
500,Poum,NC,-20.2333,164.0167,77.25,89,100,16.8,light rain
501,Husavik,IS,66.0449,-17.3389,23.0,68,90,16.11,light snow
502,Wahiawa,US,21.5028,-158.0236,75.2,53,20,12.66,few clouds
503,Tuatapere,NZ,-46.1333,167.6833,46.0,97,4,5.44,clear sky
504,Hervey Bay,AU,-25.2986,152.8535,69.01,91,7,4.92,clear sky
505,Alto Araguaia,BR,-17.3147,-53.2153,74.66,77,66,7.85,heavy intensity rain
506,Limbang,MY,4.75,115.0,77.0,100,75,4.61,broken clouds
507,Mankono,CI,8.0586,-6.1897,83.88,58,79,6.4,broken clouds
508,Tigil,RU,57.8,158.6667,21.54,78,100,12.93,overcast clouds
509,The Pas,CA,53.8251,-101.2541,50.0,40,1,14.97,clear sky
510,Kedainiai,LT,55.2883,23.9747,35.6,60,75,6.91,broken clouds
511,Mareeba,AU,-17.0,145.4333,71.6,94,99,1.68,overcast clouds
512,La Libertad,EC,-2.2333,-80.9,84.2,70,0,6.91,clear sky
513,Luganville,VU,-15.5333,167.1667,81.73,79,100,5.88,overcast clouds
514,Jining,CN,35.405,116.5814,48.31,71,32,6.29,scattered clouds
515,Iskandar,UZ,41.5539,69.7008,55.4,50,0,9.22,clear sky
516,Macia,MZ,-25.0269,33.0989,68.47,93,5,4.34,clear sky
517,Zaysan,KZ,47.4667,84.8667,43.52,73,5,4.38,clear sky
518,Vila Franca Do Campo,PT,37.7167,-25.4333,60.8,82,75,19.57,broken clouds
519,Whitehorse,CA,60.7161,-135.0538,23.0,67,75,17.27,snow
520,Turukhansk,RU,65.8167,87.9833,17.8,95,100,3.36,overcast clouds
521,Shingu,JP,33.7333,135.9833,47.52,78,22,6.11,few clouds
522,Hailar,CN,49.2,119.7,35.8,46,75,8.48,broken clouds
523,Tondi,IN,9.7333,79.0167,81.5,65,23,7.23,few clouds
524,Masvingo,ZW,-20.0637,30.8277,59.67,73,5,5.14,clear sky
525,Nadym,RU,65.5333,72.5167,28.58,93,100,9.84,overcast clouds
526,Nhulunbuy,AU,-12.2333,136.7667,73.4,88,100,3.44,overcast clouds
527,Capreol,CA,46.706,-80.9225,75.2,29,20,12.66,few clouds
528,Coahuayana,MX,18.7333,-103.6833,87.8,30,40,11.5,scattered clouds
529,Nambucca Heads,AU,-30.65,153.0,59.0,100,15,3.44,few clouds
530,Tabuk,PH,17.4189,121.4443,72.73,86,93,3.4,overcast clouds
531,Tura,IN,25.5198,90.2201,71.46,78,0,5.41,clear sky
532,Barabai,ID,-2.5833,115.3833,72.91,97,90,2.15,overcast clouds
533,Quang Ngai,VN,15.1167,108.8,71.08,90,33,3.58,scattered clouds
534,Voznesenskaya,RU,44.5527,41.0318,50.47,91,100,5.84,overcast clouds
535,Szczytno,PL,53.5626,20.9875,33.8,100,75,6.91,broken clouds
536,Aitape,PG,-3.1374,142.3475,76.73,87,100,2.01,overcast clouds
537,Gunnedah,AU,-30.9833,150.25,57.0,93,49,0.98,scattered clouds
538,Verkhoturye,RU,58.8627,60.8054,34.54,99,100,1.72,overcast clouds
539,Amahai,ID,-3.3333,128.9167,84.99,83,99,3.44,overcast clouds
540,Wenling,CN,28.3669,121.36,57.0,76,97,6.6,overcast clouds
541,Yar-Sale,RU,66.8333,70.8333,31.39,81,100,13.94,overcast clouds
542,Chestermere,CA,51.0334,-113.8187,39.0,48,75,19.57,broken clouds
543,Kawalu,ID,-7.3817,108.2082,71.82,86,99,2.93,overcast clouds
544,Kununurra,AU,-15.7667,128.7333,73.4,94,75,1.14,broken clouds
545,Carnduff,CA,49.1667,-101.8009,63.0,22,0,7.0,clear sky
546,Yinchuan,CN,38.4681,106.2731,50.0,50,100,5.57,overcast clouds
547,Quelimane,MZ,-17.8786,36.8883,77.0,88,20,3.44,few clouds
548,Shahr-E Babak,IR,30.1165,55.1186,60.57,12,10,2.93,clear sky
549,Ashtabula,US,41.7001,-80.7665,82.4,28,1,12.66,clear sky
550,Jogindarnagar,IN,31.9833,76.7667,58.64,39,0,9.57,clear sky
551,Kangaatsiaq,GL,68.3065,-53.4641,29.43,97,100,12.93,snow
552,Sinop,TR,41.7711,34.8709,37.69,98,100,7.11,overcast clouds
553,Berlevag,NO,70.8578,29.0864,33.8,75,20,13.8,few clouds
554,Touho,NC,-20.7833,165.2333,73.89,93,100,5.39,light rain
555,Gizo,SB,-8.103,156.8419,80.87,81,100,12.68,light rain
556,Teknaf,BD,20.8624,92.3058,74.07,92,4,4.07,clear sky
557,Bayan,CN,46.0833,127.4,29.84,49,1,2.62,clear sky
558,Kota Tinggi,MY,1.7381,103.8999,80.6,94,40,1.14,scattered clouds
559,Beidao,CN,34.5686,105.8933,52.45,68,100,4.29,overcast clouds
560,Lasa,IT,46.6166,10.7002,48.2,47,0,1.14,clear sky
561,Ko Samui,TH,9.5357,99.9357,83.08,68,44,2.89,scattered clouds
562,Darlawn,IN,24.0167,92.9,62.02,71,0,2.1,clear sky
563,Ambulu,ID,-8.345,113.6058,75.67,85,100,3.29,overcast clouds
564,Half Moon Bay,US,37.4636,-122.4286,66.0,71,1,12.66,haze
565,Amazar,RU,53.858,120.875,24.26,91,37,2.77,scattered clouds
566,Koumra,TD,8.9126,17.5539,91.24,15,16,7.94,few clouds
567,Korem,ET,12.5058,39.5228,54.84,19,0,1.25,clear sky
568,Laem Sing,TH,12.4816,102.0738,78.01,99,21,1.05,few clouds
569,Mumbwa,ZM,-14.9783,27.0619,59.92,78,63,4.59,broken clouds
570,Balta,UA,47.9355,29.6198,36.03,55,16,6.55,few clouds
571,Kavaratti,IN,10.5669,72.642,82.94,69,20,7.92,few clouds
572,Galveston,US,29.3669,-94.9669,84.99,65,20,12.66,few clouds
573,Antofagasta,CL,-23.65,-70.4,68.0,64,75,14.97,broken clouds
574,Bathsheba,BB,13.2167,-59.5167,84.2,54,20,12.66,few clouds
575,Prince Rupert,CA,54.3161,-130.3201,39.2,81,75,13.8,light snow
576,Harper,LR,4.375,-7.7169,79.61,86,12,5.61,light rain
577,Tutayev,RU,57.8853,39.5406,35.6,80,90,11.18,overcast clouds
578,Kormilovka,RU,55.0026,74.1028,35.6,80,0,15.66,clear sky
579,Iskateley,RU,67.6803,53.1512,37.76,94,98,24.43,overcast clouds
580,Oksfjord,NO,70.2396,22.3479,23.0,68,0,3.44,light snow
581,Evinayong,GQ,1.4368,10.5512,69.49,98,84,3.06,moderate rain
582,Buin,CL,-33.7333,-70.75,73.4,46,40,6.91,scattered clouds
583,Tautira,PF,-17.7333,-149.15,86.0,62,40,6.91,scattered clouds
584,Porto Velho,BR,-8.7619,-63.9039,89.6,58,40,4.61,scattered clouds
585,Issoudun,FR,47.0,1.8333,46.4,46,0,6.91,clear sky
586,Chernyshevskiy,RU,63.0128,112.4714,2.34,91,79,6.71,broken clouds
587,Chulym,RU,55.0997,80.9572,31.75,89,100,6.2,overcast clouds
588,Mabaruma,GY,8.2,-59.7833,81.27,75,86,5.95,overcast clouds
589,Necochea,AR,-38.5473,-58.7368,64.0,90,100,4.0,light rain
590,Dalvik,IS,65.9702,-18.5286,23.0,68,90,16.11,light snow
591,Mopipi,BW,-21.1833,24.8833,69.94,30,0,8.88,clear sky
592,Wanaka,NZ,-44.7,169.15,53.08,56,0,4.34,clear sky
593,Grand Gaube,MU,-20.0064,57.6608,80.01,70,100,8.01,overcast clouds
594,Brokopondo,SR,4.75,-55.1667,78.89,87,99,6.29,overcast clouds
595,Auburn,US,47.3073,-122.2284,55.0,43,40,4.61,scattered clouds
596,Taksimo,RU,56.3444,114.8794,28.31,92,100,2.91,light snow
597,George Town,MY,5.4112,100.3354,80.6,94,20,2.3,few clouds
598,Tucurui,BR,-3.7661,-49.6725,82.51,67,72,3.11,broken clouds
599,North Bend,US,43.4065,-124.2243,54.0,62,90,12.66,overcast clouds
600,Wilmington,US,34.2257,-77.9447,78.8,41,1,12.66,clear sky
601,Fort-Shevchenko,KZ,44.5086,50.263,62.49,39,0,17.58,clear sky
602,Correntina,BR,-13.3433,-44.6367,82.38,42,100,6.02,overcast clouds
603,Palu,ID,-0.8917,119.8707,74.86,93,95,2.59,overcast clouds
604,Inirida,CO,3.8653,-67.9239,78.06,84,100,2.73,overcast clouds
605,Miyoshi,JP,35.0833,137.0667,51.8,58,20,18.41,few clouds
606,Datong,CN,40.0936,113.2914,47.7,52,40,4.45,scattered clouds
607,Rio Grande,BR,-32.035,-52.0986,80.6,69,0,13.8,clear sky
608,Terrace,CA,54.5163,-128.6035,39.2,60,90,24.16,light snow
609,Kapit,MY,2.0167,112.9333,72.77,99,99,0.69,overcast clouds
610,Ust-Ilimsk,RU,58.0006,102.6619,25.38,98,88,3.6,overcast clouds
611,Darhan,MN,49.4867,105.9228,39.09,82,28,10.2,scattered clouds
612,Charters Towers,AU,-20.1,146.2667,71.15,87,96,1.12,overcast clouds
613,Maputo,MZ,-25.9653,32.5892,77.0,78,0,5.75,clear sky
614,Bakchar,RU,57.0186,82.0711,20.3,97,27,2.06,scattered clouds
615,Baruun-Urt,MN,46.6806,113.2792,39.29,29,55,6.67,broken clouds
616,Boda,CF,4.3189,17.4695,73.13,86,44,2.15,scattered clouds
617,Great Yarmouth,GB,52.6083,1.7305,50.0,62,100,12.66,overcast clouds
618,Angoche,MZ,-16.2325,39.9086,75.42,80,93,7.34,overcast clouds
619,Zaragoza,ES,41.6561,-0.8773,57.2,62,20,13.8,few clouds
620,Svatove,UA,49.4103,38.1503,41.14,50,100,6.38,overcast clouds
621,Carmelo,UY,-33.9892,-58.2856,77.0,73,0,8.05,clear sky
622,Toba,JP,34.4833,136.85,48.99,72,6,7.0,clear sky
623,Ponta Delgada,PT,37.7333,-25.6667,60.8,82,75,19.57,broken clouds
624,Teeswater,CA,43.9959,-81.2865,80.6,34,42,18.41,scattered clouds
625,Upata,VE,8.0086,-62.3989,91.18,34,69,6.42,broken clouds
626,Byron Bay,AU,-28.65,153.6167,62.6,94,16,4.61,few clouds
627,Rosarito,MX,32.3333,-117.0333,71.6,56,1,10.36,clear sky
628,Choa Saidan Shah,PK,32.7201,72.9849,64.4,29,33,5.64,scattered clouds
629,Adrar,MR,20.5022,-10.0711,82.85,13,0,10.76,clear sky
630,Galesong,ID,-5.3166,119.3661,71.6,100,20,12.66,few clouds
631,Russell,US,32.3502,-85.1999,81.0,50,75,11.5,broken clouds
632,Gornopravdinsk,RU,60.05,69.9,31.35,90,9,8.95,clear sky
633,Hasaki,JP,35.7333,140.8333,48.2,71,75,9.22,broken clouds
634,La Ronge,CA,55.1001,-105.2842,39.2,87,100,6.91,overcast clouds
635,Miles City,US,46.4083,-105.8406,68.0,17,1,10.63,clear sky
636,Achikulak,RU,44.5517,44.8378,53.42,73,93,4.74,overcast clouds
637,Khash,IR,28.2211,61.2158,62.89,14,12,2.1,few clouds
638,Solnechnyy,RU,50.7214,136.6319,23.4,86,100,7.99,overcast clouds
639,Saravan,AM,39.7196,45.6483,60.8,36,40,11.5,scattered clouds
640,Tyup,KG,42.7276,78.3648,35.47,87,84,3.44,broken clouds
641,Panzhihua,CN,26.5851,101.7128,55.0,76,20,0.51,few clouds
642,Iqaluit,CA,63.7506,-68.5145,33.8,69,90,5.75,light snow
643,Porosozero,RU,62.7191,32.727,28.45,82,83,9.31,broken clouds
644,Corum,TR,40.5,34.75,41.2,84,72,7.63,broken clouds
645,Shymkent,KZ,42.3,69.6,51.8,66,0,4.47,clear sky
646,Kroya,ID,-7.6331,109.2461,77.49,87,99,3.06,overcast clouds
647,Contamana,PE,-7.3333,-75.0167,89.89,51,99,3.94,overcast clouds
648,Santa Maria Del Oro,MX,25.9333,-105.3667,85.19,11,85,4.23,overcast clouds
649,Lewistown,US,40.5992,-77.5714,72.0,37,1,12.66,clear sky
650,Kirkuk,IQ,35.4681,44.3922,72.7,25,17,10.67,few clouds
651,Clyde River,CA,70.4692,-68.5914,12.2,92,90,34.52,snow
652,Leshukonskoye,RU,64.8989,45.7622,37.33,96,100,13.91,light rain
653,La Asuncion,VE,11.0333,-63.8628,73.4,88,58,21.85,broken clouds
654,Khatima,IN,28.9167,79.9667,71.58,15,0,6.33,clear sky
655,Kingaroy,AU,-26.5333,151.8333,62.6,100,90,2.59,overcast clouds
656,Tomsk,RU,58.5,82.5,31.64,95,100,3.49,overcast clouds
657,Tungor,RU,53.3808,142.9564,19.45,81,100,18.77,overcast clouds
658,Dongsheng,CN,39.8161,109.9776,41.41,85,86,7.67,overcast clouds
659,Natal,BR,-5.795,-35.2094,84.2,70,40,18.41,scattered clouds
660,Nome,US,64.5011,-165.4064,-2.2,50,1,11.5,clear sky
661,Ponnani,IN,10.767,75.9252,80.6,83,40,2.3,mist
662,Loreto,MX,22.2667,-101.9667,83.32,11,72,7.14,broken clouds
663,Inverell,AU,-29.7833,151.1167,54.0,73,0,2.35,clear sky
664,Saryozek,KZ,44.3583,77.9753,45.97,65,8,1.68,clear sky
665,Huayang,CN,34.4155,109.9939,38.68,68,100,6.71,overcast clouds
666,Vitim,RU,59.4511,112.5578,29.26,94,100,9.55,overcast clouds
667,Batemans Bay,AU,-35.7167,150.1833,62.01,96,100,1.01,light rain
668,Eirunepe,BR,-6.6603,-69.8736,81.66,88,100,2.15,overcast clouds
669,Bago,MM,17.3367,96.4797,78.8,94,20,3.44,few clouds
670,Wagar,SD,16.1525,36.2032,90.84,30,20,6.64,few clouds
671,Ulagan,RU,50.6321,87.9563,30.45,92,95,2.55,overcast clouds
672,Pirojpur,BD,22.5667,89.9833,73.78,92,0,6.71,clear sky
673,Athabasca,CA,54.7169,-113.2854,37.4,52,44,14.97,scattered clouds
674,Srandakan,ID,-7.9386,110.2506,76.21,89,100,5.79,overcast clouds
675,Suntar,RU,62.1444,117.6319,15.94,93,99,7.07,overcast clouds
676,Waingapu,ID,-9.6567,120.2641,77.32,82,99,4.5,overcast clouds
677,Bulaevo,KZ,54.9056,70.4439,32.61,99,100,0.54,overcast clouds
678,Senador Jose Porfirio,BR,-2.5908,-51.9542,81.23,74,97,2.86,overcast clouds
679,Perelyub,RU,51.8667,50.3667,42.89,82,100,6.17,light rain
680,Nuuk,GL,64.1835,-51.7216,35.6,69,90,42.57,overcast clouds
681,Urucui,BR,-7.2294,-44.5561,83.23,56,73,5.39,broken clouds
682,San Andres,CO,12.5847,-81.7006,86.0,70,75,10.36,broken clouds
683,Hun,LY,29.1268,15.9477,64.89,41,2,17.11,clear sky
684,Jvari,GE,42.7169,42.052,53.6,87,75,6.91,light rain
685,Colares,PT,38.7992,-9.4469,63.0,82,40,5.75,scattered clouds
686,Derzhavinsk,KZ,51.1,66.3167,33.71,89,76,7.14,broken clouds
687,Illapel,CL,-31.6308,-71.1653,70.3,46,0,6.93,clear sky
688,Samana,DO,19.2056,-69.3369,75.2,88,75,6.91,broken clouds
689,Aberdeen,GB,57.1437,-2.0981,41.0,56,27,14.97,scattered clouds
690,Uturoa,PF,-16.7333,-151.4333,81.52,73,32,10.27,scattered clouds
691,Steamboat Springs,US,40.485,-106.8317,57.99,21,40,21.85,scattered clouds
692,Banjar,ID,-8.19,114.9675,78.8,89,20,4.61,few clouds
693,Hualmay,PE,-11.0964,-77.6139,72.63,79,68,7.7,broken clouds
694,Kultuk,RU,51.7208,103.6956,34.27,98,100,2.17,light snow
695,Torquay,GB,50.4638,-3.5143,43.0,1,100,8.21,overcast clouds
696,Tongzi,CN,28.7829,105.0877,63.64,72,100,1.68,light rain
697,Birmitrapur,IN,22.4,84.7667,74.35,80,6,2.26,clear sky
698,Dwarka,IN,22.2394,68.9678,79.86,71,0,8.99,clear sky
699,Atascadero,US,35.4894,-120.6707,70.0,33,48,1.01,scattered clouds
700,Mitsamiouli,KM,-11.3847,43.2844,82.02,75,10,5.1,light rain
